Name          Surname    Final-Average       Finale-Median      Category    
Surname1476   Name1476   4.88                5.60               vargsiukas  
Surname1477   Name1477   3.60                3.60               vargsiukas  
Surname1478   Name1478   6.08                6.00               kietiakas   
Surname1479   Name1479   4.28                4.60               vargsiukas  
Surname148    Name148    4.68                4.60               vargsiukas  
Surname1480   Name1480   5.48                5.80               kietiakas   
Surname1481   Name1481   4.52                5.00               vargsiukas  
Surname1482   Name1482   7.40                7.00               kietiakas   
Surname1483   Name1483   6.52                6.60               kietiakas   
Surname1484   Name1484   3.60                3.60               vargsiukas  
Surname1485   Name1485   6.64                6.80               kietiakas   
Surname1486   Name1486   3.24                3.40               vargsiukas  
Surname1487   Name1487   2.68                2.20               vargsiukas  
Surname1488   Name1488   3.72                4.20               vargsiukas  
Surname1489   Name1489   6.44                7.00               kietiakas   
Surname149    Name149    6.08                6.00               kietiakas   
Surname1490   Name1490   7.08                7.40               kietiakas   
Surname1491   Name1491   4.40                4.80               vargsiukas  
Surname1492   Name1492   3.96                4.60               vargsiukas  
Surname1493   Name1493   5.04                5.60               kietiakas   
Surname1494   Name1494   3.00                3.40               vargsiukas  
Surname1495   Name1495   6.12                6.20               kietiakas   
Surname1496   Name1496   7.64                7.80               kietiakas   
Surname1497   Name1497   4.60                5.00               vargsiukas  
Surname1498   Name1498   2.96                2.80               vargsiukas  
Surname1499   Name1499   7.84                8.80               kietiakas   
Surname15     Name15     7.20                7.20               kietiakas   
Surname150    Name150    3.48                3.40               vargsiukas  
Surname1500   Name1500   2.68                2.60               vargsiukas  
Surname1501   Name1501   4.60                4.60               vargsiukas  
Surname1502   Name1502   4.36                4.60               vargsiukas  
Surname1503   Name1503   8.24                8.80               kietiakas   
Surname1504   Name1504   7.92                8.00               kietiakas   
Surname1505   Name1505   4.64                4.40               vargsiukas  
Surname1506   Name1506   4.52                4.60               vargsiukas  
Surname1507   Name1507   6.00                6.40               kietiakas   
Surname1508   Name1508   6.76                6.60               kietiakas   
Surname1509   Name1509   7.48                7.00               kietiakas   
Surname151    Name151    5.44                5.20               kietiakas   
Surname1510   Name1510   2.84                2.60               vargsiukas  
Surname1511   Name1511   7.76                8.00               kietiakas   
Surname1512   Name1512   6.20                5.80               kietiakas   
Surname1513   Name1513   5.60                5.60               kietiakas   
Surname1514   Name1514   5.52                5.60               kietiakas   
Surname1515   Name1515   6.56                6.80               kietiakas   
Surname1516   Name1516   5.00                5.00               kietiakas   
Surname1517   Name1517   6.52                5.80               kietiakas   
Surname1518   Name1518   2.92                3.40               vargsiukas  
Surname1519   Name1519   4.16                4.80               vargsiukas  
Surname152    Name152    7.52                7.20               kietiakas   
Surname1520   Name1520   6.32                6.40               kietiakas   
Surname1521   Name1521   3.48                3.80               vargsiukas  
