Surname        Name           ND1  ND2  ND3  ND4  ND5  Exam     
Surname634     Name634        2    6    2    7    4    1        
Surname635     Name635        2    4    5    5    3    6        
Surname636     Name636        4    10   7    7    3    1        
Surname637     Name637        1    10   1    6    5    8        
Surname638     Name638        6    6    10   8    5    8        
Surname639     Name639        3    3    7    4    4    6        
Surname640     Name640        8    9    7    3    8    9        
Surname641     Name641        9    2    10   3    1    1        
Surname642     Name642        7    6    5    1    2    3        
Surname643     Name643        3    5    2    5    6    8        
Surname644     Name644        9    8    6    8    1    1        
Surname645     Name645        3    5    2    3    10   8        
Surname646     Name646        3    9    3    5    7    7        
Surname647     Name647        6    1    4    4    1    8        
Surname648     Name648        3    9    7    4    10   5        
Surname649     Name649        6    6    7    6    8    6        
Surname650     Name650        10   9    3    10   3    6        
Surname651     Name651        1    8    4    9    3    9        
Surname652     Name652        10   7    2    7    3    10       
Surname653     Name653        4    10   7    7    9    7        
Surname654     Name654        1    1    4    5    3    3        
Surname655     Name655        2    4    8    9    2    6        
Surname656     Name656        6    10   6    2    2    7        
Surname657     Name657        10   5    10   3    10   6        
Surname658     Name658        3    10   3    1    9    10       
Surname659     Name659        4    1    4    3    10   2        
Surname660     Name660        3    3    7    5    8    1        
Surname661     Name661        5    3    6    9    6    3        
Surname662     Name662        2    9    7    7    2    2        
Surname663     Name663        1    3    8    10   8    8        
Surname664     Name664        4    4    6    2    4    6        
Surname665     Name665        10   3    6    6    7    2        
Surname666     Name666        3    10   5    6    3    10       
Surname667     Name667        1    4    4    6    8    1        
Surname668     Name668        6    7    8    2    3    6        
Surname669     Name669        2    8    8    2    6    3        
Surname670     Name670        6    7    7    1    2    2        
Surname671     Name671        9    4    9    7    6    9        
Surname672     Name672        4    3    10   4    9    9        
Surname673     Name673        5    2    7    8    9    4        
Surname674     Name674        10   6    1    1    2    4        
Surname675     Name675        9    9    4    8    4    6        
Surname676     Name676        6    6    5    3    2    8        
Surname677     Name677        3    5    2    3    5    9        
Surname678     Name678        9    9    6    2    7    8        
Surname679     Name679        1    5    1    1    10   8        
Surname680     Name680        10   5    6    1    10   6        
Surname681     Name681        7    7    6    3    6    6        
Surname682     Name682        4    10   4    4    1    6        
Surname683     Name683        4    2    6    1    6    7        
Surname684     Name684        1    8    2    4    6    3        
Surname685     Name685        4    10   8    6    4    10       
Surname686     Name686        3    4    6    10   8    7        
Surname687     Name687        9    3    9    9    1    6        
Surname688     Name688        9    5    10   9    9    4        
Surname689     Name689        5    10   6    7    8    4        
Surname690     Name690        4    1    8    5    2    8        
Surname691     Name691        1    3    2    9    6    9        
Surname692     Name692        2    8    4    8    3    5        
